bagg 闭关
csjj 惨叫
csjji 常胜将军
csjju 彩色胶卷
csjk 长三角
csjko 陈述句
csjl 崇山峻岭
csjm 城市居民
csjn 惨境
csjo 窜进
csjs 察觉
csjse 憧憬
csjso 城市建设
csjt 蚕食鲸吞
csk 出水口
cskb 窗框
cskd 垂手可得
cskf 惨况
cskj 窗口
cskjo 触手可及
cskq 赤手空拳
csks 惭愧
csku 察看
cskz 穿孔
csl 产生了
cslb 窗棂
cslbo 藏书楼
cslf 出生率
cslfo 传输率
cslg 粗饲料
cslh 城市绿化
cslj 错失良机
csln 承受力
cslp 惨烈
cslpu 惨厉
cslpui 穿山龙
csls 窗帘
cslse 扯三拉四
cslt 赤身裸体
cslz 惨了
cslzi 阐述了
csm 陈世美
csma 窗门
csme 怵目
csmg 陈世美
csml 车水马龙
csmm 城市面貌
csmt 抽水马桶
csmy 春色满园
csnd 初生牛犊
csnh 初生牛犊不怕虎
csnl 承受能力
csny 出生年月
csp 超水平
cspp 穿破
cspu 超水平
csq 传声器
csqd 产生强大
csqg 窗前
csqh 纯属巧合
csqi 船山区
csqj 产生器
csqja 乘胜前进
csqn 穿墙
csqt 城市轻铁
csqw 醋酸纤维
csqx 承上启下
csqy 长时期
csr 创始人
csrd 出双入对
csrh 出神入化
csrj 穿入
csrja 纯收入
csrji 窜入
csrk 怅然
csrka 怆然
csrko 城市人口
csrl 从善如流
csrp 宠辱
csrq 出生日期
csrs 出生入死
css 长沙市
cssb 穿梭
cssc 窗纱
cssd 传输速度
cssf 长沙市
cssh 城市生活
cssj 测试数据
cssk 惭色
cssp 惨死
cssr 穿上
csss 参事室
cssse 呈上升趋势
cssso 愁眉深锁
csssoi 残山剩水
csst 城市生态
cssw 超时尚
cssx 诚实守信
cssy 慈善事业
cst 传声筒
cstf 惨痛
csth 窗体
cstl 穿透
csts 怵惕
cstv 垂首贴耳
cstx 窗台
csvd 垂手而得
csvg 擦身而过
csvh 苍山洱海
csvj 宠爱
csvk 宠儿
csvr 纯属偶然
csvs 惨案
csvsa 乘势而上
csw 传输网
cswc 出色完成
cswe 传输网
cswh 城市文化
cswj 穿梭外交
cswk 窗外
cswl 宠物
cswr 城市污染
csws 怅惘
cswso 成熟完善
csx 传输线
csxc 穿线
csxd 穿心
csxg 纯属虚构
csxh 宠信
csxk 惨象
csxl 惨笑
csxm 穿行
csxn 宠幸
csxq 才疏学浅
csxx 城市形象
csxy 穿鞋
csxyo 诚实信用
csxz 赤绳系足
csy 出生于
csyf 穿衣
csyg 纯收益
csyh 测试仪
csyi 察雅
csyj 财神爷
csyjo 炊事员
csyk 宠用
csyl 穿山越岭
csym 出师有名
csyn 穿越
csyo 从属于
csyou 产生于
csyp 床上用品
csyx 产生影响
csyy 畅所欲言
csyz 恻隐
csz 承受着
cszc 窗纸
cszco 赤石脂
cszcou 藏身之处
cszd 初生之犊
cszf 惨状
cszg 穿着
cszga 宠着
cszj 乘胜追击
cszl 惨重
cszp 彩色照片
cszq 穿凿
cszr 穿针
cszx 处世哲学
cszy 惨遭
cszyu 参赛者
cszz 窗子
cszze 垂死挣扎
cszzo 长蛇阵
ctbb 池壁
ctbc 丑态百出
ctbi 尘暴
ctbn 池边
ctbo 澄碧
ctbr 寸土不让
ctbs 长途跋涉
ctbt 长痛不如短痛
ctbu 测报
ctbz 寸土必争
ctc 衬托出
ctcb 沉迟
ctcj 寸土寸金
ctcl 出头椽子先烂
ctcm 沉船
ctcn 澄城
ctcno 蠢头蠢脑
ctct 沉沉
ctcta 涔涔
ctcte 潺潺
ctcteo 澄澈
ctcw 彻头彻尾
ctcy 传统产业
ctcz 测出
ctd 传统的
ctdf 测度
ctdfa 沉底
ctdg 床头灯
ctdh 出台的
ctdho 长途电话
ctdi 测到
ctdj 从头到脚
ctdl 出头的椽子先烂
ctdm 测得
ctds 测定
ctdsu 参天大树
ctdt 沉淀
ctdw 从头到尾
ctdx 肠套叠
ctf 穿堂风
ctfc 尘肺
ctfk 穿堂风
ctfn 尘封
ctft 沉浮
ctfx 撮土焚香
ctfy 尘土飞扬
ctg 床头柜
ctgb 床头柜
ctgf 沉痼
ctgj 畅谈古今
ctgn 尘垢
ctgno 传统观念
ctgy 传统工艺
cthc 潮红
cthci 测绘
cthg 淬火
cthh 淳化
cthp 淳厚
ctht 沧海
cthte 澄海
ctjf 澄净
ctjj 测距
ctjk 潮解
ctjl 沉积
ctjo 沉静
ctjr 传统节日
ctjs 沉寂
ctjt 沉浸
ctjte 澄江
ctjy 传统教育
ctjz 沉降
ctk 磁铁矿
ctkf 沉疴
ctkp 赤铁矿
ctks 从头开始
ctku 测控
ctky 长途客运
ctl 穿透力
ctle 池里
ctlg 尘粒
ctli 测量
ctlio 磁通量
ctlm 出头露面
ctln 穿透力
ctlt 沉沦
ctlta 沧浪
ctlte 潮流
ctlw 潮落
ctlwa 沉落
ctlwo 藏头露尾
ctlz 出台了
ctma 沉闷
ctmc 沉脉
ctmd 传统美德
ctme 沉默
ctmg 沉迷
ctmi 澄明
ctmie 澄迈
ctmt 沉没
ctmta 沉湎
ctn 出头鸟
ctne 池内
ctnk 出头鸟
ctnt 沉溺
ctpb 淳朴
ctpd 测评
ctqc 长途汽车
ctql 潮气
ctqn 潮起
ctqt 澄清
ctqx 春天气息
ctrj 沉入
ctru 潮热
cts 陈桐生
ctsb 成套设备
ctsc 传统市场
ctsd 测试
ctse 沉思
ctsea 沉睡
ctsl 测算
ctsq 垂头丧气
ctsqo 从头说起
ctst 潮水
ctsta 池水
ctste 潮湿
ctstei 潮汕
ctsteu 尘沙
ctsx 沧桑
ctsy 尘世
ctsye 蹉跎岁月
ctsyi 测速
ctt 赤条条
cttf 沉痛
cttk 赤条条
cttn 尘土
cttna 池塘
ctts 潮头
ctvj 从天而降
ctvn 尘埃
ctvs 淳安
ctw 长筒袜
ctwd 长筒袜
ctwh 潮位
ctwho 传统文化
ctwl 沉稳
ctwm 粗通文墨
ctwt 测温
ctww 出土文物
ctwz 畅通无阻
ctx 穿透性
ctxb 沉弦
ctxe 沧县
ctxee 昌图县
ctxeo 滁县
ctxf 测序
ctxh 测向
ctxj 尘嚣
ctxl 沉香
ctxs 穿透性
ctxt 潮汐
ctxte 潮汛
ctxy 闯天下
ctxz 沉陷
ctyc 测验
ctyce 尘缘
ctyd 沉冤
ctyf 潮音
ctyg 尘烟
ctyj 沉吟
ctyk 池鱼
ctyp 沉郁
ctyq 串通一气
ctys 长途运输
ctyt 潮涌
ctyta 沧源
ctytae 池浴
ctyw 澄莹
ctyx 传统医学
ctyy 传统友谊
ctyz 潮阳
ctz 醋坛子
ctze 池中
ctzg 沉着
ctzga 沧州
ctzgai 池州
ctzge 潮州
ctzgo 滁州
ctzl 沉重
ctzlo 从头再来
ctzr 出头之日
ctzs 测字
ctzt 池沼
ctzta 沉渣
ctzw 从头至尾
ctzy 沉醉
ctzz 池子
ctzzi 出庭作证
cubb 搓板
cubbo 撤标
cubc 撤编
cube 挫败
cubg 撤并
cubh 撤兵
cubn 操办
cubno 擦边
cubo 插班
cubr 捶背
cubre 搓背
cubro 擦背
cubu 插播
cubue 插拔
cubuu 抄报
cuby 抄本
cucb 抽查
cucbe 插槽
cucd 措词
cuch 摧促
cucho 持仓
cucl 措辞
cuclo 持筹
cucm 撑船
cucn 操场
cucp 摧残
cucpo 拆成
cucs 拆穿
cuct 揣测
cucu 抽搐
cucui 撑持
cucuo 操持
cucy 插翅
cucz 抽出
cuczo 撤出
cuczoo 拆除
cudd 抽调
cude 操典
cudee 插电
cudf 揣度
cudg 拆单
cudh 抄的
cudi 扯到
cudm 擦得
cudn 持刀
cudni 撑地
cudno 操刀
cudo 抽动
cudp 撑大
cudr 抽点
cudt 扯淡
cudu 擦掉
cudue 捶打
cuduei 抽打
cudui 撺掇
cuduo 撤掉
cuduoi 拆掉
cudz 插队
cudzo 操蛋
cufd 拆房
cufg 搽粉
cufj 拆分
cufk 抽风
cufn 拆封
cufu 搀扶
cufz 撤防
cugb 撑杆
cugc 持股
cugi 操戈
cugl 插管
cugo 擦干
cuhd 插话
cuhde 扯谎
cuhe 撤回
cuhee 抽回
cuheei 插画
cuhf 擦痕
cuhh 摧毁
cuhho 撮合
cuhhoo 拆毁
cuhl 掺和
cuhlo 搀和
cuht 擦汗
cuhu 撤换
cuhue 抽换
cuhw 插花
cujb 抽检
cujbo 拆建
cujd 撤军
cujf 抽奖
cujh 拆借
cujhe 插件
cujho 搀假
cujhu 掺假
cujhui 抄件
cujk 持久
cujko 拆解
cujl 抽筋
cujo 插进
cujou 掺进
cujs 抄家
cujso 持家
cukj 插口
cuko 扯开
cukoi 撑开
cukoo 拆开
cukr 持卡
cukre 插卡
cuks 抽空
cuku 操控
cuky 抽考
cukz 插孔
culb 抄录
culbe 插柳
culc 操练
culco 擦脸
culd 持论
culf 撤离
culfe 抽离
culfo 擦亮
culu 拆零
culw 操劳
cumf 揣摩
cumfe 搓麻
cumg 措美
cumk 撤免
cump 抻面
cumt 插满
cumtu 抄没
cumz 攒眉
cuph 搓牌
cupm 操盘
cupn 扯皮
cupp 擦破
cupu 持平
cupue 扯平
cuqb 持枪
cuqe 插曲
cuqi 操切
cuql 抽签
cuqlo 拆迁
cuqn 撑起
cuqno 擦去
cuqnoa 操起
cuqnoo 撤去
cuqo 持球
cuqt 抽泣
cuqy 抽取
curh 持人
curj 插入
curju 掺入
curu 搓揉
cusc 抄书
cusce 抽纱
cusd 撤诉
cusf 措施
cusfo 撤市
cusg 抄送
cush 抽身
cushe 挫伤
cushi 撑伞
cusho 擦身
cushou 擦伤
cusl 抽税
cusle 抽穗
cusp 撑死
cuspu 掺砂
cusr 插上
cusre 扯上
cuss 操守
cusso 持守
cust 抽水
custu 掺水
cusu 插手
cusuo 擦拭
cusy 拆散
cusz 抄收
cutb 撤退
cutbe 抽屉
cutc 扯腿
cute 插图
cutj 抽逃
cutk 插条
cuts 插头
cutx 拆台
cuvs 撤案
cuwe 擦网
cuxa 抽闲
cuxb 持械
cuxbi 揣想
cuxc 持续
cuxco 拆线
cuxd 操心
cuxdu 抄写
cuxh 抽血
cuxhe 插叙
cuxj 抽吸
cuxk 抽象
cuxl 拆卸
cuxm 操行
cuxp 抄袭
cuxr 撤销
cuxre 插销
cuxt 撤消
cuxte 搓洗
cuxto 擦洗
cuxtoa 拆洗
cuxy 撤下
cuxyo 拆下
cuxyoe 擦鞋
cuya 拆阅
cuyb 抽样
cuyc 撑腰
cuyce 抽验
cuyf 擦音
cuyg 抽烟
cuyj 抽噎
cuyje 抽咽
cuyk 抄用
cuyl 插秧
cuyp 持有
cuype 插页
cuyt 操演
cuyw 抽芽
cuzc 操纵
cuzd 持证
cuze 抽中
cuzf 撤资
cuzfe 插座
cuzg 擦着
cuzgi 揣着
cuzh 操作
cuzhi 撑住
cuzj 插嘴
cuzje 插足
cuzk 掺杂
cuzko 搀杂
cuzl 持重
cuzn 撤走
cuzne 抽走
cuzno 拆走
cuzp 插在
cuzs 拆字
cuzt 搓澡
cuzu 挫折
cuzue 摧折
cuzy 撤职
cvbl 存而不论
cvbm 从而避免
cvbw 充耳不闻
cvby 嫦娥奔月
cvc 雌二醇
cvcj 从而促进
cvcw 从而成为
cvcy 雌二醇
cvd 查尔顿
cvdi 查尔顿
cvfp 超额分配
cvfv 出尔反尔
cvh 残奥会
cvhh 残奥会
cvj 长安街
cvjm 长安街
cvld 尘埃落定
cvlr 超额利润
cvmm 聪耳明目
cvq 崇安区
cvqi 长安区
cvqs 惩恶劝善
cvs 从而使
cvsh 从而使
cvt 刺儿头
cvts 刺儿头
cvwc 超额完成
cvwj 除恶务尽
cvx 潮安县
cvxc 从而形成
cvxe 潮安县
cvxj 差额选举
cvxt 侧耳细听
cvxx 丑恶现象
cvys 惩恶扬善
cvz 苍耳子
cvzz 苍耳子
cwb 财务部
cwbb 茶杯
cwbbo 菜板
cwbbu 财务报表
cwbc 草编
cwbce 错误百出
cwbd 常被
cwbf 肠胃病
cwbg 财务报告
cwbh 苍白
cwbho 葱白
cwbj 茶吧
cwbk 草包
cwbki 常备
cwbko 成王败寇
cwbo 菜帮
cwbs 藏宝
cwby 草本
cwbye 超文本
cwc 财务处
cwcb 称王称霸
cwcg 茶炊
cwcge 超外差
cwch 草丛
cwche 唇亡齿寒
cwchi 草创
cwci 茶匙
cwcio 敞车
cwck 财务处
cwcn 草场
cwcno 菜场
cwcnou 茶场
cwcr 查无此人
cwcs 超外差式
cwcw 常常
cwcwa 苍苍
cwcwao 莼菜
cwcwi 草草
cwcwo 尝尝
cwcwoo 葱葱
cwcx 苍翠
cwcxo 葱翠
cwd 错误的
cwde 菜豆
cwdg 菜单
cwdgo 茶道
cwdh 错误的
cwdi 尝到
cwdk 草甸
cwdm 常德
cwdl 从外到里
cwdn 草地
cwdni 草堆
cwdnio 草垛
cwdno 菜刀
cwdnoo 从外到内
cwdnoa 菜地
cwdr 茶点
cwdro 菜点
cwdu 草垫
cwdy 从无到有
cwdz 赤卫队
cwf 吃完饭
cwfc 常服
cwfd 草房
cwfdo 茶房
cwfk 茶饭
cwfn 茶坊
cwft 成文法
cwgb 草根
cwgbo 菜根
cwgd 错误观点
cwge 草果
cwgi 常轨
cwgk 茶馆
cwgko 菜馆
cwgl 草稿
cwglo 茶缸
cwglu 财务管理
cwgo 常规
cwgw 草菇
cwgy 尝过
cwh 常委会
cwhh 常会
cwhho 茶会
cwhhoe 村委会
cwhhoo 茶文化
cwhn 茶壶
cwhp 草灰
cwht 苍海
cwhw 茶花
cwhwo 菜花
cwhy 草黄
cwhyi 常务会议
cwj 蔡文姬
cwja 草间
cwjc 藏经
cwjcu 财务检查
cwjd 赤卫军
cwjdu 财务监督
cwje 常见
cwjeo 茶具
cwjg 葱姜
cwjgo 从未见过
cwjh 菜价
cwjho 传为佳话
cwjhu 财务经济委员会
cwji 出外景
cwjk 茶几
cwjm 重温旧梦
cwjn 藏娇
cwjni 刺五加
cwjp 茶碱
cwjt 草尖
cwjw 草芥
cwjx 苍劲
cwjxe 存亡绝续
cwjxi 草鸡
cwk 财务科
cwkj 敞口
cwkju 财务会计
cwkl 财务科
cwko 敞开
cwks 常客
cwksi 草寇
cwkw 草蔻
cwky 常可
cwl 成为了
cwlb 茶楼
cwlc 草绿
cwlca 苍绿
cwlci 常绿
cwlco 葱绿
cwlf 苍凉
cwlfe 错误率
cwlfi 草率
cwlfo 敞亮
cwlg 草料
cwlgi 草类
cwlgo 茶炉
cwlh 敞领
cwli 常量
cwlj 苍鹭
cwlk 常乐
cwll 菜篮
cwlo 常理
cwlp 苍龙
cwls 茶寮
cwlsi 常务理事
cwlu 常来
cwlw 葱茏
cwly 苍老
cwlz 茶陵
cwm 从我们
cwma 崇文门
cwmb 草木
cwmbi 草民
cwme 草帽
cwmh 从我们
cwmk 菜名
cwmt 传为美谈
cwmw 苍茫
cwmwi 草莽
cwmwio 草莓
cwnd 菜农
cwndo 茶农
cwng 藏污纳垢
cwni 藏匿
cwnk 菜鸟
cwnl 常年
cwnr 出污泥而不染
cwns 常宁
cwnu 草拟
cwny 苍南
cwp 刺猬皮
cwpb 草棚
cwpd 菜谱
cwpj 藏品
cwpjo 菜品
cwpl 敞篷
cwpm 茶盘
cwpn 草坪
cwpni 草皮
cwpu 茌平
cwpw 菖蒲
cwq 崇文区
cwqi 崇文区
cwql 草签
cwqn 常去
cwqo 常青
cwqoo 菜青
cwqs 苍穹
cwqsi 常情
cwqx 错误倾向
cwqy 萃取
cwrd 惨无人道
cwrh 常人
cwrhi 常任
cwrw 苁蓉
cwry 财务人员
cws 财务室
cwsb 苍松
cwsbo 茶树
cwsboe 蔡司
cwsc 藏书
cwsci 草绳
cwscio 草书
cwsd 尝试
cwsdi 常识
cwsdia 常说
cwsdio 常设
cwsdo 茶社
cwse 苍山
cwsei 常山
cwseia 草蛇
cwsf 常熟
cwsfo 菜市
cwsg 常数
cwsh 藏身
cwshi 草食
cwsho 楚瓦什
cwsi 菜式
cwsj 查无实据
cwsk 菜色
cwsko 茶色
cwsl 苍生
cwslo 藏私
cwss 茶室
cwsso 传闻失实
cwst 茶水
cwsw 菜蔬
cwsx 错误思想
cwsy 常事
cwsyi 草酸
cwsyo 茶肆
cwsz 财务收支
cwt 成问题
cwte 草图
cwteo 菜田
cwtf 茶亭
cwth 草体
cwti 草屯
cwtii 出问题
cwtj 常叹
cwto 苍天
cwtp 常态
cwts 葱头
cwtt 茶汤
cwtti 草滩
cwtw 草堂
cwvk 草儿
cwvs 草案
cwvy 苍耳
cww 颤巍巍
cwwb 草屋
cwwba 苍梧
cwwe 颤巍巍
cwwh 常务委员会
cwwk 常务
cwwki 草乌
cwwl 常委
cwwp 茶碗
cwwt 常温
cwwy 常务委员
cwx 苍梧县
cwxd 菜心
cwxe 苍梧县
cwxf 草席
cwxfi 常新
cwxfo 尝新
cwxk 尝鲜
cwxko 菜系
cwxkoo 藏象
cwxl 从外向里
cwxn 从外向内
cwxt 苍溪
cwxto 臭味相投
cwxy 草鞋
cwy 乘务员
cwyb 草样
cwye 苍蝇
cwyei 草蚁
cwyeo 菜园
cwyeoa 茶园
cwyf 苍鹰
cwyfi 常言
cwyg 成为一个
cwygo 从未有过
cwyi 常与
cwyj 菜肴
cwyji 草叶
cwyjo 茶叶
cwyjoi 菜叶
cwyk 常用
cwyki 草鱼
cwyp 草原
cwypi 常有
cwypo 葱郁
cwys 财务预算
cwyt 菜油
cwyto 茶油
cwyu 藏掖
cwyw 草药
cwyx 常以
cwzb 苍术
cwzc 常驻
cwzci 草纸
cwzd 财务制度
cwzf 茶座
cwzg 藏着
cwzgi 常州
cwzgie 草籽
cwzgo 菜籽
cwzgoo 成为中国
cwzh 常住
cwzk 财务状况
cwzl 草种
cwzp 藏在
cwzpi 常在
cwzq 从我做起
cwzs 草字
cwzu 藏拙
cwzx 常务主席
cwzz 菜子
cxb 程序包
cxbb 翠柏
cxbd 朝鲜半岛
cxbg 参半
cxbh 参保
cxbhe 程序变换
cxbk 程序包
cxbl 存心不良
cxbm 椿萱并茂
cxbu 参拜
cxbz 此消彼长
cxc 呈现出
cxcb 城乡差别
cxcd 参禅
cxcg 参差
cxci 叉车
cxck 储蓄存款
cxcl 超线程
cxclo 磁性材料
cxcr 参错
cxcs 戳穿
cxcw 辰戌丑未
cxcy 诚心诚意
cxcz 呈现出
cxd 出现的
cxdd 参订
cxddo 从小到大
cxddoa 称兄道弟
cxde 赤小豆
cxdf 长辛店
cxdh 持续的
cxdhe 程序的
cxdheo 粗心的
cxdhi 出席大会
cxdm 程序代码
cxdt 长吁短叹
cxdy 粗心大意
cxdz 捶胸顿足
cxf 磁悬浮
cxfc 磁悬浮列车
cxfd 潮汐发电
cxfk 吃闲饭
cxft 磁悬浮
cxfz 持续发展
cxg 创新高
cxgc 参股
cxgco 次新股
cxgf 创新高
cxgn 抽象概念
cxgx 参观
cxh 插线盒
cxhd 促销活动
cxhf 参劾
cxhh 参合
cxhhu 参会
cxhhue 畅销货
cxhj 叉号
cxhje 查询号
cxhl 吃香喝辣
cxhy 出席会议
cxj 从小就
cxjb 参建
cxjd 参军
cxjdo 戳记
cxje 参见
cxjf 从小就
cxjg 程序结构
cxjh 重修旧好
cxjj 城乡经济
cxjk 程序接口
cxjl 处心积虑
cxjli 创新纪录
cxjm 城乡居民
cxjn 参加
cxjs 雌性激素
cxjso 城乡建设
cxjt 促膝交谈
cxjw 翠菊
cxjz 创新机制
cxk 串行口
cxkd 春宵苦短
cxkj 串行口
cxko 叉开
cxku 参看
cxky 参考
cxkz 程序控制
cxl 出现了
cxlb 翠柳
cxlbo 传习录
cxlc 翠绿
cxli 参量
cxliu 产销量
cxlj 程序逻辑
cxlp 皴裂
cxlu 抄下来
cxlw 穿心莲
cxlwu 产销两旺
cxlz 持续了
cxm 肠系膜
cxmc 肠系膜
cxmd 参谋
cxmo 春小麦
cxmx 成效明显
cxnh 痴心女子负心汉
cxnk 翠鸟
cxnl 创新能力
cxp 畅销品
cxpb 翠屏
cxpd 参评
cxpj 畅销品
cxpp 戳破
cxpu 参拍
cxq 曹雪芹
cxqb 出线权
cxqd 春夏秋冬
cxqe 畅想曲
cxqh 承先启后
cxqw 曹雪芹
cxr 出血热
cxrh 出席人
cxrj 戳入
cxrm 城乡人民
cxru 出血热
cxry 称心如意
cxs 畅销书
cxsb 叉树
cxsc 垂涎三尺
cxsf 参商
cxsfo 承销商
cxsfoo 慈溪市
cxsg 参数
cxsga 纯小数
cxsgo 叉烧
cxsh 戳伤
cxsj 程序设计
cxsk 翠色
cxsm 储蓄所
cxss 参赛
cxssu 参审
cxsu 叉手
cxsw 长袖善舞
cxswe 抽象思维
cxsy 参事
cxsye 超现实主义
cxsyo 持续上扬
cxt 粗线条
cxtg 超星图书馆
cxth 慈禧太后
cxtk 粗线条
cxtl 参透
cxtlo 戳透
cxto 参天
cxtt 雌雄同体
cxtx 磁性天线
cxtxo 促膝谈心
cxtz 雌雄同株
cxtzo 长线投资
cxv 储蓄额
cxvg 乘兴而来，败兴而归
cxvk 戳儿
cxvl 乘兴而来
cxvr 乘虚而入
cxvra 乘隙而入
cxvs 储蓄额
cxw 粗纤维
cxwc 粗纤维
cxwd 喘息未定
cxwm 翠微
cxws 参悟
cxwt 出现问题
cxwx 痴心妄想
cxwz 畅行无阻
cxwzo 持续稳定增长
cxx 持续性
cxxd 参详
cxxdo 从西向东
cxxdu 参训
cxxi 超新星
cxxl 参选
cxxo 超小型
cxxoi 创新型
cxxq 持续下去
cxxs 充血性
cxxy 穿小鞋
cxxz 成效显著
cxy 程序员
cxya 参阅
cxyc 叉腰
cxyci 出现异常
cxyd 参议
cxyde 垂涎欲滴
cxydo 馋涎欲滴
cxydu 参谒
cxye 丑小鸭
cxyf 除夕夜
cxyfo 磁效应
cxyh 储蓄银行
cxyi 参与
cxyj 春宵一刻值千金
cxyk 戳印
cxyke 春宵一刻
cxyo 翠玉
cxyp 产学研
cxyt 参演
cxyz 参院
cxyzo 楚雄彝族自治州
cxz 出现在
cxzb 参展
cxzc 持续增长
cxzf 朝鲜族
cxzg 叉着
cxzga 吃小灶
cxzi 参照
cxzj 城乡之间
cxzl 翠竹
cxzlu 参赞
cxzm 城下之盟
cxzp 出现在
cxzq 从现在起
cxzr 参战
cxzs 从现在开始
cxzy 参政
cxzyu 参酌
cxzyue 初学者
cxzz 叉子
cyb 产业部
cybb 创业板
cybc 翅膀
cybco 裁编
cybd 才被
cybf 产业部
cybg 裁并
cybh 刺鼻
cybj 迟疑不决
cybk 吃哑巴亏
cybm 产业部门
cybr 寸步
cybra 吃硬不吃软
cybre 朝北
cybs 酬宾
cybt 持盈保泰
cybu 才把
cybue 朝拜
cybx 出言不逊
cyc 臭氧层
cycb 臭氧层
cycd 成语词典
cych 才从
cyci 朝臣
cyck 裁处
cycl 寸长
cycs 刺穿
cycu 曹操
cycuo 裁撤
cycw 寸草
cycwo 愁云惨雾
cycy 此言差矣
cycz 刺出
cyczo 裁出
cyd 差一点
cydb 残垣断壁
cydc 抽样调查
cydf 曾一度
cydg 寸断
cydh 朝代
cydhi 常用的
cydho 采用的
cydhoo 长远的
cydhu 参与的
cydhue 产业的
cydi 才到
cydl 酬答
cydm 穿衣戴帽
cydn 刺刀
cydno 策源地
cydp 裁夺
cydr 差一点
cyds 裁定
cydso 长远打算
cydv 差一点儿
cydx 才对
cydxa 沉冤得雪
cydz 茶叶蛋
cydzi 绰约多姿
cyf 穿衣服
cyfc 裁缝
cyfce 朝服
cyff 巢元方
cyfh 茶余饭后
cyfk 处以罚款
cyfn 敕封
cyg 出一个
cygb 才敢
cygc 才给
cygce 朝纲
cyge 刺骨
cygee 耻骨
cygeo 成员国
cygeu 产油国
cygg 财源滚滚
cygh 从一个
cygho 长远规划
cygk 才够
cygl 储油罐
cygm 产业革命
cygmu 产业规模
cygo 才干
cygr 聪颖过人
cygs 才怪
cygso 察言观色
cygy 寸功
cyh 参议会
cyhb 刺槐
cyhh 才会
cyhhe 醇化
cyhho 城运会
cyhhu 才华
cyhhue 产业化
cyhl 差以毫厘，失之千里
cyhm 朝后
cyhn 才好
cyho 聪慧
cyhp 醇厚
cyhy 粗言秽语
cyj 柴油机
cyjb 插秧机
cyjbo 惩一警百
cyjc 抽样检查
cyjd 裁军
cyjdu 产业基地
cyje 才具
cyjee 朝见
cyjeu 产业界
cyjf 裁决
cyjfo 裁减
cyjfou 除莠剂
cyjg 裁剪
cyjgu 产业结构
cyjh 才俊
cyjj 才叫
cyjl 成语接龙
cyjm 诚邀加盟
cyjo 寸进
cyjr 酬金
cyjru 穿衣镜
cyjs 创业精神
cyjt 刺激
cyjx 醋劲
cyjy 朝觐
cyk 陈寅恪
cykj 寸口
cykn 才有可能
cykr 才肯
cyks 刺客
cyky 才可
cyl 超越了
cylb 垂杨柳
cyle 才略
cylf 矗立
cylg 醇类
cyli 裁量
cyliu 产油量
cylk 长远来看
cyln 才力
cylna 池鱼笼鸟
cylr 产业链
cyls 穿云裂石
cylt 创一流
cylu 才来
cylue 朝露
cylw 酬劳
cylwo 处于领先地位
cyly 醋栗
cylya 沉鱼落雁
cylyo 长远利益
cylz 参与了
cym 出远门
cyma 出远门
cymb 长远目标
cyme 刺目
cymg 醇美
cymi 聪明
cymj 才貌
cymk 曾用名
cyml 聪敏
cymla 纯羊毛
cymm 长夜漫漫
cymma 疮痍满目
cymme 春雨绵绵
cyms 财源茂盛
cymw 崇洋媚外
cynm 长夜难明
cynn 才女
cynno 炊烟袅袅
cynr 出淤泥而不染
cynx 才能
cyp 蔡元培
cypb 残垣破壁
cypg 裁判
cypl 查亚普拉
cypn 蔡元培
cypp 刺破
cypw 穿云破雾
cypy 刺配
cyq 吃一堑
cyqb 参与权
cyqbu 产业群
cyqg 朝前
cyqi 裁切
cyqie 朝阳区
cyqiea 昌邑区
cyqiee 船营区
cyqio 城阳区
cyql 才气
cyqo 刺青
cyqs 才情
cyqse 春蚓秋蛇
cyqz 吃一堑，长一智
cyr 持有人
cyrd 才让
cyrh 承运人
cyri 朝日
cyrj 刺入
cyrp 耻辱
cyry 从业人员
cys 此一时
cysc 倡议书
cysd 才识
cyse 刺史
cysei 创业史
cyseu 才思
cysf 昌邑市
cysh 才使
cyshi 刺伤
cyshie 常言说得好
cysi 才是
cysj 刺杀
cysje 超音速飞机
cysl 才算
cyslo 残余势力
cysp 刺死
cysq 传言四起
cysr 朝上
cyss 此一时，彼一时
cyst 承压水
cysx 朝圣
cysy 醋酸
cysye 超音速
cysz 尺有所短，寸有所长
cytb 裁退
cytf 刺痛
cytj 充要条件
cytl 朝廷
cytli 刺透
cytn 寸土
cyto 朝天
cyts 寸头
cytu 刺探
cyvr 春意盎然
cyvy 刺耳
cyvz 从一而终
cyw 城域网
cywc 抽样误差
cywe 城域网
cywg 才为
cywk 朝外
cywki 刺猬
cywl 朝我
cywli 创痍未瘳
cywm 彻夜未眠
cywn 出于无奈
cyws 聪悟
cyx 出洋相
cyxb 出洋相
cyxc 刺绣
cyxd 酬谢
cyxdo 寸心
cyxe 曹县
cyxf 处于下风
cyxh 朝向
cyxho 成也萧何，败也萧何
cyxk 朝鲜
cyxl 耻笑
cyxle 醇香
cyxm 才行
cyxmu 产业项目
cyxs 才学
cyxse 差异性
cyxsu 参与性
cyxy 朝下
cyxye 朝西
cyy 参议员
cyye 刺眼
cyyee 朝野
cyyf 醋意
cyyfi 刺痒
cyyh 颤悠悠
cyyi 才与
cyyj 裁员
cyyje 抽油烟机
cyyjo 从业员
cyyk 才用
cyyko 聪颖
cyyku 炒鱿鱼
cyyp 才有
cyype 朝右
cyyq 餐饮业
cyyw 才艺
cyyx 才又
cyyy 才要
cyyyo 持有异议
cyyz 朝阳
cyyzu 参议院
cyz 持有者
